Unique_ID,"Street address, City, State, Zip",Match Status,,,,Long,Lat,,,,,,
6410922,"2101 Adelbert Rd, Cleveland, OH, 44106",Match,Exact,"2101 ADELBERT RD, CLEVELAND, OH, 44106","-81.606733347723,41.5043587446",-81.60673335,41.50435874,638278040,L,39,35,196800,1015
6930660,"2185 West Citracado Pkwy, Escondido, CA, 92029",Match,Non_Exact,"2185 CITRACADO PKWY, ESCONDIDO, CA, 92029","-117.118622308116,33.122797063288",-117.1186223,33.12279706,638571659,R,6,73,20313,1047
6931755,"757 Westwood Plaza, Los Angeles, CA, 90095",Match,Exact,"757 WESTWOOD PLZ, LOS ANGELES, CA, 90095","-118.445274552421,34.0659133773",-118.4452746,34.06591338,636097381,R,6,37,265301,2005
6840805,"7700 S Broadway St, Littleton, CO, 80122",Match,Non_Exact,"7700 S BROADWAY, LITTLETON, CO, 80122","-104.988313633014,39.577524912187",-104.9883136,39.57752491,639327241,L,8,5,5632,1004
6930422,"1 Quality Dr, Vacaville, CA, 95688",No_Match,,,,-121.9381007,38.3881715,,,,,,
6410920,"11100 Euclid Ave, Cleveland, OH, 44106",Match,Exact,"11100 EUCLID AVE, CLEVELAND, OH, 44106","-81.608004588239,41.506590328946",-81.60800459,41.50659033,638278041,L,39,35,196800,1015
6232300,"3401 N Broad St, Philadelphia, PA, 19140",Match,Exact,"3401 N BROAD ST, PHILADELPHIA, PA, 19140","-75.152148902046,40.004733288938",-75.1521489,40.00473329,131417959,R,42,101,20000,2003
6742372,"602 Indiana Ave, Lubbock, TX, 79408",Match,Non_Exact,"602 INDIANA AVE, LUBBOCK, TX, 79415","-101.88805195827,33.590822271472",-101.888052,33.59082227,654011963,R,48,303,501,1052
6860516,"1501 N Campbell Ave, Tucson, AZ, 85719",Match,Non_Exact,"1501 S CAMPBELL AVE, TUCSON, AZ, 85719","-110.943495162472,32.208523522822",-110.9434952,32.20852352,121413041,L,4,19,2000,4004
6740071,"7101 S Padre Island Dr, Corpus Christi, TX, 78412",No_Match,,,,-97.344938,27.6931502,,,,,,
6930780,"500 West Hospital Rd, French Camp, CA, 95231",Match,Exact,"500 W HOSPITAL RD, FRENCH CAMP, CA, 95231","-121.284565705169,37.886602456464",-121.2845657,37.88660246,637778525,L,6,77,3803,2034
6441550,"601 John St, Kalamazoo, MI, 49007",Match,Exact,"601 JOHN ST, KALAMAZOO, MI, 49007","-85.581267522405,42.286154661725",-85.58126752,42.28615466,648357602,L,26,77,900,2007
6940010,"4315 Diplomacy Dr, Anchorage, AK, 99508",Match,Exact,"4315 DIPLOMACY DR, ANCHORAGE, AK, 99508","-149.802878332413,61.181937924928",-149.8028783,61.18193792,190811485,R,2,20,1602,4008
6380110,"303 Parkway Drive Northeast, Atlanta, GA, 30312",Match,Exact,"303 PARKWAY DR NE, ATLANTA, GA, 30312","-84.37397395054,33.763139020148",-84.37397395,33.76313902,17404490,R,13,121,1701,1008
6450021,"2845 Greenbrier Rd, Green Bay, WI, 54311",Match,Exact,"2845 GREENBRIER RD, GREEN BAY, WI, 54311","-87.941624794023,44.473396031983",-87.94162479,44.47339603,646232285,L,55,9,2003,1020
6420715,"2001 West 86th St, Indianapolis, IN, 46260",Match,Exact,"2001 W 86TH ST, INDIANAPOLIS, IN, 46260","-86.196443226328,39.911973125425",-86.19644323,39.91197313,107980955,L,18,97,320108,2000
6660002,"10 E 31st St, Kearney, NE, 68847",Match,Exact,"10 E 31ST ST, KEARNEY, NE, 68847","-99.081426232815,40.706492335008",-99.08142623,40.70649234,137863263,R,31,19,969400,3042
6660005,"4350 Dewey Ave, Omaha, NE, 68105",Match,Exact,"4350 DEWEY AVE, OMAHA, NE, 68105","-95.976206044304,41.256077047042",-95.97620604,41.25607705,656234921,R,31,55,4400,1009
6671100,"929 N St. Francis St, Wichita, KS, 67214",Match,Exact,"929 N SAINT FRANCIS ST, WICHITA, KS, 67214","-97.331735804997,37.700183290544",-97.3317358,37.70018329,115681821,L,20,173,400,2033
6431990,"333 North Madison St, Joliet, IL, 60435",Match,Non_Exact,"333 MADISON ST, JOLIET, IL, 60435","-88.134708400775,41.528017310862",-88.1347084,41.52801731,111539516,L,17,197,882802,3002
6160450,"282 Washington St, Hartford, CT, 6106",Match,Exact,"282 WASHINGTON ST, HARTFORD, CT, 06106","-72.682687036768,41.754070463028",-72.68268704,41.75407046,639474120,L,9,3,500300,2003
6741018,"1441 N Beckley Ave, Dallas, TX, 75203",Match,Exact,"1441 N BECKLEY AVE, DALLAS, TX, 75203","-96.823002346296,32.761265426188",-96.82300235,32.76126543,102946097,L,48,113,4201,1019
6870220,"1034 N 500 W, Provo, UT, 84604",Match,Exact,"1034 N 500 W, PROVO, UT, 84604","-111.667342318558,40.247144786601",-111.6673423,40.24714479,636262392,R,49,49,1900,1002
6430545,"251 East Huron Street, Chicago, IL, 60611",Match,Exact,"251 E HURON ST, CHICAGO, IL, 60611","-87.6215156415,41.894944133154",-87.62151564,41.89494413,111768983,R,17,31,81401,1003
6742345,"2400 Round Rock Ave, Round Rock, TX, 78681",Match,Exact,"2400 ROUND ROCK AVE, ROUND ROCK, TX, 78681","-97.711769360123,30.509613117701",-97.71176936,30.50961312,126475798,L,48,491,20505,1006
6390240,"2776 Cleveland Ave, Fort Myers, FL, 33901",Match,Exact,"2776 CLEVELAND AVE, FORT MYERS, FL, 33901","-81.872421677661,26.626658193834",-81.87242168,26.62665819,647935602,R,12,71,800,1020
6431511,"801 Illini Dr, Silvis, IL, 61282",No_Match,,,,-90.4189067,41.4942552,,,,,,
6740044,"800 E Dawson, Tyler, TX, 75701",Match,Non_Exact,"800 E DAWSON ST, TYLER, TX, 75701","-95.292638640958,32.342287902191",-95.29263864,32.3422879,657066210,L,48,423,900,3012
6220680,"100 Madison Ave, Morristown, NJ, 7960",No_Match,,,,-74.4656846,40.789571,,,,,,
6232510,"1400 Locust St, Pittsburgh, PA, 15219",No_Match,,,,-79.9854929,40.4363791,,,,,,
6742460,"301 West Expy 83, McAllen, TX, 78503",Match,Exact,"301 W EXPY 83, MCALLEN, TX, 78503","-98.225360476914,26.188090209133",-98.22536048,26.18809021,71502674,L,48,215,21204,1002
6230456,"1872 St Luke's Blvd, Easton, PA, 18045",Match,Non_Exact,"1872 ST LUKES BLVD E, EASTON, PA, 18045","-75.290171925297,40.6487711845",-75.29017193,40.64877118,648284403,R,42,95,17607,4011
6212700,"1400 Pelham Parkway South, Bronx, NY, 10461",Match,Exact,"1400 PELHAM PKWY S, BRONX, NY, 10461","-73.84764511868,40.857447720384",-73.84764512,40.85744772,639456453,R,36,5,29600,2002
6441640,"1375 N Main St, Lapeer, MI, 48446",Match,Exact,"1375 N MAIN ST, LAPEER, MI, 48446","-83.319375262393,43.062095260025",-83.31937526,43.06209526,110457315,L,26,87,337000,1002
6950380,"1301 Punchbowl St, Honolulu, HI, 96813",Match,Exact,"1301 PUNCHBOWL ST, HONOLULU, HI, 96813","-157.855110921781,21.307648434132",-157.8551109,21.30764843,203236231,R,15,3,4102,3002
6420620,"720 Eskenazi Ave, Indianapolis, IN, 46202",Match,Exact,"720 ESKENAZI AVE, INDIANAPOLIS, IN, 46202","-86.182951084622,39.77811769425",-86.18295108,39.77811769,108061480,R,18,97,391001,1011
6731220,"1923 S Utica Ave, Tulsa, OK, 74104",Match,Exact,"1923 S UTICA AVE, TULSA, OK, 74104","-95.967152953031,36.13461792004",-95.96715295,36.13461792,166442756,L,40,143,3300,1020
6380325,"1000 Medical Center Blvd, Lawrenceville, GA, 30046",No_Match,,,,-84.0176751,33.9630741,,,,,,
6350830,"1 Medical Park, Wheeling, WV, 26003",Match,Exact,"1 MEDICAL PARK, WHEELING, WV, 26003","-80.696005690965,40.066848998676",-80.69600569,40.066849,38097195,L,54,69,1400,1007
6432950,"701 North 1st St, Springfield, IL, 62781",Match,Exact,"701 N 1ST ST, SPRINGFIELD, IL, 62781","-89.654723423885,39.808626060166",-89.65472342,39.80862606,640035722,L,17,167,300,2008
6630605,"2525 Glenn Hendren Dr, Liberty, MO, 64068",Match,Exact,"2525 GLENN HENDREN DR, LIBERTY, MO, 64068","-94.424905025609,39.276353242503",-94.42490503,39.27635324,89787606,R,29,47,21401,3010
6220435,"355 Grand St, Jersey City, NJ, 7302",Match,Exact,"355 GRAND ST, JERSEY CITY, NJ, 07302","-74.049611376228,40.716578523075",-74.04961138,40.71657852,656401650,L,34,17,7300,2004
6710300,"300 Werner St, Hot Springs, AR, 71913",Match,Exact,"300 WERNER ST, HOT SPRINGS, AR, 71913","-93.066970530967,34.466090343114",-93.06697053,34.46609034,641124148,R,5,51,11801,1002
6410945,"6780 Mayfield Rd, Mayfield Heights, OH, 44124",Match,Exact,"6780 MAYFIELD RD, MAYFIELD HEIGHTS, OH, 44124","-81.43385827205,41.520049613178",-81.43385827,41.52004961,624729917,R,39,35,172202,3000
6932860,"15031 Rinaldi St, Mission Hills, CA, 91345",Match,Exact,"15031 RINALDI ST, MISSION HILLS, CA, 91345","-118.459666763252,34.279060148093",-118.4596668,34.27906015,142041035,R,6,37,109100,2007
6431620,"155 East Brush Hill Rd, Elmhurst, IL, 60126",Match,Exact,"155 E BRUSH HILL RD, ELMHURST, IL, 60126","-87.935022708854,41.861676378924",-87.93502271,41.86167638,112548879,R,17,43,844602,3025
6432710,"1005 Broadway St, Quincy, IL, 62301",Match,Exact,"1005 BROADWAY ST, QUINCY, IL, 62301","-91.399885822648,39.935748515767",-91.39988582,39.93574852,35064218,R,17,1,500,2028
6741025,"7777 Forest Ln, Dallas, TX, 75230",Match,Exact,"7777 FOREST LN, DALLAS, TX, 75230","-96.772150803179,32.909515243151",-96.7721508,32.90951524,103206849,L,48,113,13202,3001
6390253,"1000 Mar-Walt Dr, Fort Walton Beach, FL, 32547",Match,Exact,"1000 MAR WALT DR, FORT WALTON BEACH, FL, 32547","-86.632165961073,30.453208776396",-86.63216596,30.45320878,74404580,L,12,91,21802,3001
6930444,"8700 Beverly Blvd, West Hollywood, CA, 90048",Match,Non_Exact,"8700 W BEVERLY BLVD, WEST HOLLYWOOD, CA, 90048","-118.381790961414,34.076790853421",-118.381791,34.07679085,241239519,L,6,37,700400,4026
6910610,"325 9th Ave, Seattle, WA, 98104",Match,Exact,"325 9TH AVE, SEATTLE, WA, 98104","-122.323570525852,47.604155991043",-122.3235705,47.60415599,186663415,L,53,33,8500,3001
6390134,"800 Prudential Dr, Jacksonville, FL, 32207",Match,Exact,"800 PRUDENTIAL DR, JACKSONVILLE, FL, 32207","-81.664349952477,30.316221753217",-81.66434995,30.31622175,83899929,R,12,31,800,1014
6660460,"555 S 70th St, Lincoln, NE, 68510",Match,Exact,"555 S 70TH ST, LINCOLN, NE, 68510","-96.625271330016,40.808011842232",-96.62527133,40.80801184,656889486,R,31,109,1301,3003
6741380,"3551 Roger Brooke Dr, Fort Sam Houston, TX, 78234",Match,Exact,"3551 ROGER BROOKE DR, FORT SAM HOUSTON, TX, 78234","-98.417021513339,29.459458575006",-98.41702151,29.45945858,653211465,L,48,29,120100,1190
6840033,"2500 Rocky Mountain Ave, Loveland, CO, 80538",No_Match,,,,-104.9974664,40.4154198,,,,,,
6431890,"777 Park Avenue West, Highland Park, IL, 60035",Match,Exact,"777 PARK AVE W, HIGHLAND PARK, IL, 60035","-87.807835952801,42.188872219984",-87.80783595,42.18887222,635517027,R,17,97,865400,1009
6410950,"700 Children's Dr, Columbus, OH, 43205",Match,Exact,"700 CHILDRENS DR, COLUMBUS, OH, 43205","-82.979595136192,39.952231562082",-82.97959514,39.95223156,218649339,L,39,49,5300,3013
6740549,"6001 Kyle Pkwy, Kyle, TX, 78640",Match,Exact,"6001 KYLE PKWY, KYLE, TX, 78640","-97.85603089912,30.009838419116",-97.8560309,30.00983842,653222387,L,48,209,10925,1024
6430560,"225 East Chicago Avenue, Chicago, IL, 60614",Match,Non_Exact,"225 E CHICAGO AVE, CHICAGO, IL, 60611","-87.622923905467,41.896693751301",-87.62292391,41.89669375,111768978,R,17,31,81401,1000
6432620,"530 NE Glen Oak Ave, Peoria, IL, 61637",Match,Non_Exact,"530 NE GLEN OAK AVE, PEORIA, IL, 61603","-89.59116554187,40.702117371729",-89.59116554,40.70211737,637891592,R,17,143,1600,3007
6432980,"800 E Carpenter St, Springfield, IL, 62769",Match,Exact,"800 E CARPENTER ST, SPRINGFIELD, IL, 62769","-89.644792779866,39.807214322163",-89.64479278,39.80721432,97325201,R,17,167,900,1030
6232170,"51 N 39th St, Philadelphia, PA, 19104",Match,Exact,"51 N 39TH ST, PHILADELPHIA, PA, 19104","-75.19947039462,39.957216653887",-75.19947039,39.95721665,131404245,R,42,101,9100,2010
6530170,"1600 7th Ave South, Birmingham, AL, 35233",Match,Exact,"1600 7TH AVE S, BIRMINGHAM, AL, 35233","-86.805431878469,33.503291552895",-86.80543188,33.50329155,640315495,L,1,73,4502,3038
6930079,"420 34th St, Bakersfield, CA, 93301",Match,Exact,"420 34TH ST, BAKERSFIELD, CA, 93301","-119.006570002966,35.390528254267",-119.00657,35.39052825,109087935,R,6,29,601,2028
6430327,"405 W Jackson St, Carbondale, IL, 62901",Match,Exact,"405 W JACKSON ST, CARBONDALE, IL, 62901","-89.22049021683,37.727873263218",-89.22049022,37.72787326,624818778,R,17,77,10800,2009
6410710,"18101 Lorain Ave, Cleveland, OH, 44111",Match,Exact,"18101 LORAIN AVE, CLEVELAND, OH, 44111","-81.823448160584,41.450938437436",-81.82344816,41.45093844,61098944,L,39,35,123603,2001
6440480,"3901 Beaubien Blvd, Detroit, MI, 48201",Match,Non_Exact,"3901 BEAUBIEN ST, DETROIT, MI, 48201","-83.053842434801,42.351812811091",-83.05384243,42.35181281,638745462,L,26,163,517500,1016
6340520,"500 J Clyde Morris Blvd, Newport News, VA, 23601",Match,Exact,"500 J CLYDE MORRIS BLVD, NEWPORT NEWS, VA, 23601","-76.484637075243,37.06490578832",-76.48463708,37.06490579,657465584,L,51,700,31500,1001
6210025,"355 Bard Ave, Staten Island, NY, 10310",Match,Exact,"355 BARD AVE, STATEN ISLAND, NY, 10310","-74.106531979012,40.635049908843",-74.10653198,40.63504991,59878309,L,36,85,6700,1010
6452115,"9200 W Wisconsin Ave, Milwaukee, WI, 53226",Match,Exact,"9200 W WISCONSIN AVE, MILWAUKEE, WI, 53226","-88.031655401845,43.038418269661",-88.0316554,43.03841827,648254807,R,55,79,185300,1034
6211595,"5645 Main St, Flushing, NY, 11355",Match,Exact,"56-45 MAIN ST, FLUSHING, NY, 11355","-73.826008500259,40.74751163083",-73.8260085,40.74751163,59709657,L,36,81,79900,1004
6450175,"36500 Aurora Dr, Summit, WI, 53066",No_Match,,,,-88.4672145,43.0656744,,,,,,
6360013,"509 Biltmore Ave, Asheville, NC, 28801",Match,Exact,"509 BILTMORE AVE, ASHEVILLE, NC, 28801","-82.549454476106,35.578622649007",-82.54945448,35.57862265,639449868,R,37,21,800,3006
6431765,"300 Randall Road, Geneva, IL, 60134",Match,Exact,"300 RANDALL RD, GENEVA, IL, 60134","-88.340457729999,41.886689937521",-88.34045773,41.88668994,119535262,R,17,89,854800,4008
6440110,"1500 E Medical Center Dr, Ann Arbor, MI, 48109",Match,Exact,"1500 E MEDICAL CENTER DR, ANN ARBOR, MI, 48109","-83.726782161004,42.281400027614",-83.72678216,42.28140003,26027786,R,26,161,980102,1007
6390900,"501 6th Ave South, St Petersburg, FL, 33701",Match,Exact,"501 6TH AVE S, ST PETERSBURG, FL, 33701","-82.640232301736,27.764330346686",-82.6402323,27.76433035,656937433,R,12,103,28601,2015
6610390,"502 E 2nd St, Duluth, MN, 55805",Match,Exact,"502 E 2ND ST, DULUTH, MN, 55805","-92.094161657004,46.792989880071",-92.09416166,46.79298988,163214570,R,27,137,1700,2015
6441231,"5900 Byron Center Rd, Wyoming, MI, 49519",Match,Non_Exact,"5900 BYRON CENTER AVE SW, WYOMING, MI, 49519","-85.722942017165,42.857256486742",-85.72294202,42.85725649,12482289,L,26,81,14505,3009
6441595,"1215 E Michigan Ave, Lansing, MI, 48909",Match,Non_Exact,"1215 E MICHIGAN AVE, LANSING, MI, 48912","-84.53543878916,42.733646012574",-84.53543879,42.73364601,17499613,L,26,65,6500,3001
6214735,"475 Seaview Ave, Staten Island, NY, 10305",Match,Exact,"475 SEAVIEW AVE, STATEN ISLAND, NY, 10305","-74.08643578576,40.583752169868",-74.08643579,40.58375217,59887462,L,36,85,7002,3003
6420632,"705 Riley Hospital Dr, Indianapolis, IN, 46202",No_Match,,,,-86.1800216,39.7772703,,,,,,
6510455,"800 Rose St, Lexington, KY, 40536",Match,Exact,"800 ROSE ST, LEXINGTON, KY, 40536","-84.506721276415,38.032831817334",-84.50672128,38.03283182,618018847,L,21,67,801,1000
6360002,"1200 N Elm St, Greensboro, NC, 27401",Match,Exact,"1200 N ELM ST, GREENSBORO, NC, 27401","-79.788737928703,36.091027589023",-79.78873793,36.09102759,639513114,R,37,81,10300,2028
6360001,"3000 New Bern Ave, Raleigh, NC, 27610",Match,Exact,"3000 NEW BERN AVE, RALEIGH, NC, 27610","-78.589299660504,35.785823354335",-78.58929966,35.78582335,72510724,R,37,183,52001,2000
6451030,"9000 W Wisconsin Ave, Milwaukee, WI, 53226",Match,Exact,"9000 W WISCONSIN AVE, MILWAUKEE, WI, 53226","-88.021370534567,43.038579464006",-88.02137053,43.03857946,637830446,R,55,79,185300,1037
6840280,"13123 East 16th Ave, Aurora, CO, 80045",Match,Exact,"13123 E 16TH AVE, AURORA, CO, 80045","-104.836909550777,39.741348082979",-104.8369096,39.74134808,636753212,L,8,1,8100,1034
6431790,"701 Winthrop Ave, Glendale Heights, IL, 60139",Match,Exact,"701 WINTHROP AVE, GLENDALE HEIGHTS, IL, 60139","-88.060285337076,41.914864212234",-88.06028534,41.91486421,112522851,R,17,43,840908,3004
6920051,"3333 River Bend Dr, Springfield, OR, 97477",Match,Exact,"3333 RIVERBEND DR, SPRINGFIELD, OR, 97477","-123.028430843681,44.081487966221",-123.0284308,44.08148797,635955225,L,41,39,2101,1017
6431670,"355 Ridge Avenue, Evanston, IL, 60202",Match,Exact,"355 RIDGE AVE, EVANSTON, IL, 60202","-87.684997918959,42.023267515455",-87.68499792,42.02326752,111744283,R,17,31,810200,4005
6741739,"1650 W College St, Grapevine, TX, 76051",No_Match,,,,-97.0940581,32.9338752,,,,,,
6741615,"301 University Blvd, Galveston, TX, 77555",Match,Non_Exact,"301 UNIVERSITY BLVD, GALVESTON, TX, 77550","-94.77453335331,29.310376202323",-94.77453335,29.3103762,96680547,R,48,167,724300,1019
6210280,"301 E Main St, Bay Shore, NY, 11706",Match,Exact,"301 E MAIN ST, BAY SHORE, NY, 11706","-73.241013941334,40.724889862631",-73.24101394,40.72488986,113997217,L,36,103,147302,3015
6350345,"1340 Hal Greer Blvd, Huntington, WV, 25701",Match,Exact,"1340 HAL GREER BLVD, HUNTINGTON, WV, 25701","-82.428332292006,38.409990098026",-82.42833229,38.4099901,101335282,L,54,11,1500,1005
6430100,"2000 Ogden Avenue, Aurora, IL, 60504",Match,Exact,"2000 OGDEN AVE, AURORA, IL, 60504","-88.268586751487,41.727700139556",-88.26858675,41.72770014,637796018,L,17,89,854403,1019
6440024,"1700 Clinton St, Muskegon, MI, 49444",Match,Non_Exact,"1700 CLINTON ST, MUSKEGON, MI, 49442","-86.242991901304,43.220724545597",-86.2429919,43.22072455,648194084,L,26,121,500,4020
6440023,"1447 N Harrison, Saginaw, MI, 48602",Match,Non_Exact,"1447 N HARRISON ST, SAGINAW, MI, 48602","-83.955624074647,43.428101989293",-83.95562407,43.42810199,80225465,L,26,145,1800,1034
6933488,"23845 McBean Pkwy, Valencia, CA, 91355",No_Match,,,,-118.5530872,34.3982335,,,,,,
6440021,"100 Michigan Street NE, Grand Rapids, MI, 49503",Match,Exact,"100 MICHIGAN ST NE, GRAND RAPIDS, MI, 49503","-85.666460017654,42.970453602185",-85.66646002,42.9704536,647618127,R,26,81,2000,1015
6740760,"600 Elizabeth St, Corpus Christi, TX, 78404",No_Match,,,,-97.3950902,27.7778793,,,,,,
6730728,"3300 NW Expy, Oklahoma City, OK, 73112",No_Match,,,,-97.5764997,35.5294826,,,,,,
6520466,"400 N State of Franklin Rd, Johnson City, TN, 37604",Match,Exact,"400 N STATE OF FRANKLIN RD, JOHNSON CITY, TN, 37604","-82.38645804397,36.308592981275",-82.38645804,36.30859298,656975186,R,47,179,62000,1014
6910004,"1321 Colby Ave, Everett, WA, 98201",Match,Exact,"1321 COLBY AVE, EVERETT, WA, 98201","-122.208006815888,48.000059217127",-122.2080068,48.00005922,187744696,L,53,61,40100,1034
6933240,"751 South Bascom Ave, San Jose, CA, 95128",Match,Exact,"751 S BASCOM AVE, SAN JOSE, CA, 95128","-121.931910453208,37.316346146876",-121.9319105,37.31634615,648976258,R,6,85,502101,1013
6120240,"1 Elliot Way, Manchester, NH, 3103",Match,Exact,"1 ELLIOT WAY, MANCHESTER, NH, 03103","-71.434792806452,42.982771371348",-71.43479281,42.98277137,113560477,R,33,11,1700,1009
6910001,"2901 Squalicum Pkwy, Bellingham, WA, 98225",Match,Exact,"2901 SQUALICUM PKWY, BELLINGHAM, WA, 98225","-122.47473556319,48.772317694723",-122.4747356,48.77231769,183809170,L,53,73,401,3007
6930096,"1531 Esplanade, Chico, CA, 95926",Match,Exact,"1531 ESPLANADE, CHICO, CA, 95926","-121.849011694114,39.742372897516",-121.8490117,39.7423729,68426944,L,6,7,603,1006
6420420,"7950 West Jefferson Blvd, Fort Wayne, IN, 46804",Match,Exact,"7950 W JEFFERSON BLVD, FORT WAYNE, IN, 46804","-85.246984867727,41.036738540844",-85.24698487,41.03673854,617547377,L,18,3,11605,2009
6420660,"1701 N Senate, Indianapolis, IN, 46206",Match,Non_Exact,"1701 N SENATE AVE, INDIANAPOLIS, IN, 46202","-86.162947411884,39.793181944652",-86.16294741,39.79318194,108048691,R,18,97,353300,3007
6840290,"777 Bannock St, Denver, CO, 80204",Match,Exact,"777 BANNOCK ST, DENVER, CO, 80204","-104.990289327464,39.728123021932",-104.9902893,39.72812302,177330656,L,8,31,1800,2025
6510540,"231 East Chestnut St, Louisville, KY, 40202",Match,Non_Exact,"231 W CHESTNUT ST, LOUISVILLE, KY, 40202","-85.755089573277,38.248694612365",-85.75508957,38.24869461,96844746,R,21,111,4900,1005
6210041,"707 East Main St, Middletown, NY, 10940",Match,Exact,"707 E MAIN ST, MIDDLETOWN, NY, 10940","-74.367512960961,41.439924041835",-74.36751296,41.43992404,124447363,R,36,71,11200,1047
6214885,"750 E Adams St, Syracuse, NY, 13210",Match,Exact,"750 E ADAMS ST, SYRACUSE, NY, 13210","-76.139812052316,43.042623087691",-76.13981205,43.04262309,46608085,R,36,67,4301,1001
6120001,"333 Borthwick Ave, Portsmouth, NH, 3801",Match,Exact,"333 BORTHWICK AVE, PORTSMOUTH, NH, 03801","-70.790736136573,43.063699605846",-70.79073614,43.06369961,637406300,L,33,15,107400,1001
6440018,"1 Genesys Pkwy, Grand Blanc, MI, 48439",No_Match,,,,-83.6424515,42.892137,,,,,,
6920280,"2825 E Barnett Rd, Medford, OR, 97504",Match,Exact,"2825 E BARNETT RD, MEDFORD, OR, 97504","-122.830049005947,42.316537518203",-122.830049,42.31653752,155577548,L,41,29,604,2018
6440017,"1521 Gull Rd, Kalamazoo, MI, 49048",Match,Exact,"1521 GULL RD, KALAMAZOO, MI, 49048","-85.5597988419,42.305610472863",-85.55979884,42.30561047,638727422,L,26,77,5502,1004
6431660,"2650 Ridge Avenue, Evanston, IL, 60201",Match,Exact,"2650 RIDGE AVE, EVANSTON, IL, 60201","-87.683197273735,42.06600934932",-87.68319727,42.06600935,605266174,L,17,31,808800,2016
6360019,"2131 South 17th St, Wilmington, NC, 28401",Match,Exact,"2131 S 17TH ST, WILMINGTON, NC, 28401","-77.924523132995,34.207526928644",-77.92452313,34.20752693,152767261,L,37,129,10600,2005
6740412,"201 Seton Pkwy, Round Rock, TX, 78665",Match,Exact,"201 SETON PKWY, ROUND ROCK, TX, 78665","-97.653340816252,30.571350217249",-97.65334082,30.57135022,658248488,R,48,491,21516,2010
6440013,"1105 Sixth St, Traverse City, MI, 49684",Match,Exact,"1105 6TH ST, TRAVERSE CITY, MI, 49684","-85.6414593821,44.761578258086",-85.64145938,44.76157826,145536748,L,26,55,551400,1002
6931178,"1600 West Avenue J, Lancaster, CA, 93534",Match,Exact,"1600 W AVE J, LANCASTER, CA, 93534","-118.159603954946,34.689285773587",-118.159604,34.68928577,637695927,R,6,37,900703,1000
6431665,"2100 Pfingsten Road, Glenview, IL, 60025",No_Match,,,,-87.854073,42.0924755,,,,,,
6360260,"101 Manning Dr, Chapel Hill, NC, 27514",Match,Exact,"101 MANNING DR, CHAPEL HILL, NC, 27514","-79.0503093171,35.903079173959",-79.05030932,35.90307917,72408632,R,37,135,11602,1007
6441210,"200 Jefferson Ave, Grand Rapids, MI, 49503",Match,Non_Exact,"200 JEFFERSON AVE SE, GRAND RAPIDS, MI, 49503","-85.664034935767,42.959437300483",-85.66403494,42.9594373,12457751,L,26,81,2100,3004
6220190,"1 Cooper Plaza, Camden, NJ, 8103",Match,Exact,"1 COOPER PLZ, CAMDEN, NJ, 08103","-75.11577395674,39.940853839241",-75.11577396,39.94085384,134341492,L,34,7,610400,3022
6510550,"530 South Jackson St, Louisville, KY, 40202",Match,Exact,"530 S JACKSON ST, LOUISVILLE, KY, 40202","-85.744985767464,38.249088816635",-85.74498577,38.24908882,636515166,R,21,111,5901,1020
6210030,"43 New Scotland Ave, Albany, NY, 12208",Match,Exact,"43 NEW SCOTLAND AVE, ALBANY, NY, 12208","-73.780932037131,42.652795789867",-73.78093204,42.65279579,639293822,R,36,1,2100,3002
6451130,"2301 North Lake Dr, Milwaukee, WI, 53211",Match,Exact,"2301 N LAKE DR, MILWAUKEE, WI, 53211","-87.880454222536,43.060185941605",-87.88045422,43.06018594,639536824,L,55,79,7600,3006
6660420,"2300 South 16th St, Lincoln, NE, 68502",Match,Exact,"2300 S 16TH ST, LINCOLN, NE, 68502","-96.698343570233,40.792788692946",-96.69834357,40.79278869,28254923,L,31,109,2200,1016
6210034,"4422 Third Ave, Bronx, NY, 10457",Match,Exact,"4422 3RD AVE, BRONX, NY, 10457","-73.891327356672,40.853567241769",-73.89132736,40.85356724,642559039,R,36,5,37504,1000
6212450,"259 1st St, Mineola, NY, 11501",Match,Exact,"259 1ST ST, MINEOLA, NY, 11501","-73.643253656472,40.74165026854",-73.64325366,40.74165027,147834026,L,36,59,303600,5001
6210032,"622 W 168th St, New York, NY, 10032",Match,Exact,"622 W 168TH ST, NEW YORK, NY, 10032","-73.940402444116,40.84128191701",-73.94040244,40.84128192,59655674,L,36,61,25100,1002
6430240,"3249 South Oak Park Ave, Berwyn, IL, 60402",Match,Non_Exact,"3249 OAK PARK AVE, BERWYN, IL, 60402","-87.792737052895,41.832683599842",-87.79273705,41.8326836,657071991,L,17,31,815400,1013
6432300,"150 West High St, Morris, IL, 60450",Match,Exact,"150 W HIGH ST, MORRIS, IL, 60450","-88.426517904872,41.368983737274",-88.4265179,41.36898374,54442097,L,17,63,400,1013
6430484,"8201 E Riverside Blvd, Rockford, IL, 61114",Match,Exact,"8201 E RIVERSIDE BLVD, ROCKFORD, IL, 61114","-88.962422084975,42.319082437033",-88.96242208,42.31908244,656548841,R,17,201,512,4005
6920110,"3600 NW Samaritan Dr, Corvallis, OR, 97330",Match,Exact,"3600 NW SAMARITAN DR, CORVALLIS, OR, 97330","-123.251326068986,44.604621213426",-123.2513261,44.60462121,155869920,L,41,3,500,1006
